92207.100602149,1.5494,0
92207.100723907,1.784,1
92207.100805944,1.4516,2
92207.100888536,1.1877,3
92207.100966684,2.4536,4
92207.101044721,1.3343,5
92207.101479849,1.5494,0
92207.101584312,1.784,1
92207.101662367,1.4516,2
92207.10174407,1.1877,3
92207.101824255,2.4536,4
92207.10190194,1.3343,5
92207.102284883,1.5494,0
92207.102406161,1.784,1
92207.102486012,1.4516,2
92207.102560845,1.1926,3
92207.102636752,2.4536,4
92207.102713771,1.3294,5
92207.103102103,1.5494,0
92207.103218213,1.7791,1
92207.103298083,1.4516,2
92207.103376824,1.1926,3
92207.103454342,2.4536,4
92207.10353162,1.3294,5
92207.103918266,1.5494,0
92207.10402771,1.7791,1
92207.104107229,1.4516,2
92207.104183154,1.1926,3
92207.104259006,2.4536,4
92207.104333802,1.3294,5
92207.104725504,1.5494,0
92207.104842263,1.7791,1
92207.104924152,1.4516,2
92207.105007411,1.1926,3
92207.105086966,2.4536,4
92207.10516504,1.3294,5
92207.105575649,1.5494,0
92207.10569439,1.784,1
92207.105771686,1.4516,2
92207.105847204,1.1926,3
92207.105923611,2.4536,4
92207.105997722,1.3294,5
92207.106396702,1.5494,0
92207.106501461,1.784,1
92207.106579572,1.4516,2
92207.10665496,1.1926,3
92207.106730016,2.4536,4
92207.106807941,1.3294,5
92207.107296125,1.5494,0
92207.107414846,1.7791,1
92207.10749605,1.4516,2
92207.107572364,1.1926,3
92207.107644253,2.4536,4
92207.107719179,1.3294,5
92207.108348362,1.5494,0
92207.108469861,1.7791,1
92207.108550102,1.4516,2
92207.108627231,1.1926,3
92207.108702416,2.4536,4
92207.108776286,1.3294,5
92207.109146822,1.5494,0
92207.109242692,1.7791,1
92207.109315895,1.4516,2
92207.109390802,1.1926,3
92207.109462172,2.4536,4
92207.109532043,1.3294,5
92207.109860245,1.5494,0
92207.109971171,1.784,1
92207.110149744,1.4516,2
92207.110250744,1.1926,3
92207.11032291,2.4536,4
92207.110395243,1.3294,5
92207.110803964,1.5494,0
92207.110915575,1.7791,1
92207.110992445,1.4516,2
92207.11106863,1.1926,3
92207.111141907,2.4536,4
92207.1112125,1.3245,5
92207.111591109,1.5494,0
92207.111704238,1.7791,1
92207.111781349,1.4516,2
92207.111860127,1.1926,3
92207.111944441,2.4536,4
92207.112027404,1.3294,5
92207.11315303,1.5494,0
92207.113279214,1.784,1
92207.113360196,1.4516,2
92207.113435436,1.1877,3
92207.113509788,2.4536,4
92207.113581732,1.3245,5
92207.11523793,1.5494,0
92207.115371429,1.784,1
92207.115451707,1.4516,2
92207.115525595,1.1877,3
92207.115598373,2.4536,4
92207.115670595,1.3245,5
92207.116811017,1.5494,0
92207.116956627,1.784,1
92207.117036886,1.4516,2
92207.11711433,1.1926,3
92207.117188071,2.4585,4
92207.117259959,1.3294,5
92207.119048286,1.5494,0
92207.119332507,1.784,1
92207.11946134,1.4516,2
92207.119565044,1.1926,3
92207.119666451,2.4585,4
