92187.678532927,1.5494,0
92187.678719797,1.7791,1
92187.678814426,1.4565,2
92187.678896444,1.1926,3
92187.678982888,2.4536,4
92187.679066481,1.3294,5
92187.679982959,1.5494,0
92187.68034618,1.7791,1
92187.680454013,1.4565,2
92187.680545438,1.1926,3
92187.68063929,2.4536,4
92187.680722327,1.3294,5
92187.681738397,1.5494,0
92187.681997452,1.7791,1
92187.682096859,1.4565,2
92187.682185933,1.1926,3
92187.682274784,2.4536,4
92187.682354691,1.3294,5
92187.683228707,1.5494,0
92187.683609298,1.7791,1
92187.683746001,1.4565,2
92187.683851519,1.1926,3
92187.683956556,2.4536,4
92187.68404563,1.3294,5
92187.685109904,1.5494,0
92187.685324662,1.7791,1
92187.685428236,1.4565,2
92187.685514013,1.1926,3
92187.685603217,2.4536,4
92187.685684957,1.3343,5
92187.686188344,1.5494,0
92187.686333492,1.7791,1
92187.68642338,1.4565,2
92187.686504695,1.1926,3
92187.686592454,2.4487,4
92187.686675398,1.3294,5
92187.687206285,1.5494,0
92187.687378895,1.7791,1
92187.687472395,1.4565,2
92187.68756421,1.1877,3
92187.687648506,2.4536,4
92187.687733839,1.3294,5
92187.688174522,1.5494,0
92187.688302485,1.7791,1
92187.68839304,1.4565,2
92187.688480132,1.1877,3
92187.68856441,2.4585,4
92187.688658595,1.3294,5
92187.689137574,1.5494,0
92187.68926224,1.7791,1
92187.689348944,1.4565,2
92187.689429795,1.1877,3
92187.689505573,2.4585,4
92187.689578591,1.3294,5
92187.689956886,1.5445,0
92187.69010346,1.7791,1
92187.690189978,1.4614,2
92187.690270774,1.1926,3
92187.690354181,2.4585,4
92187.690429829,1.3294,5
92187.690946623,1.5445,0
92187.691083141,1.7791,1
92187.691178308,1.4565,2
92187.691263474,1.1926,3
92187.6913524,2.4585,4
92187.691435529,1.3294,5
92187.691945564,1.5445,0
92187.692079008,1.7791,1
92187.694639629,1.4565,2
92187.694959053,1.1877,3
92187.695093831,2.4585,4
92187.695197553,1.3294,5
92187.696099123,1.5494,0
92187.696324678,1.7791,1
92187.696436844,1.4565,2
92187.696533752,1.1877,3
92187.696631825,2.4585,4
92187.696721325,1.3245,5
92187.697452526,1.5494,0
92187.697642173,1.7791,1
92187.697764043,1.4565,2
92187.697879876,1.1877,3
92187.69800082,2.4633,4
92187.698107875,1.3294,5
92187.698814095,1.5494,0
92187.698940428,1.7791,1
92187.699034539,1.4565,2
92187.699128798,1.1877,3
92187.69921739,2.4633,4
92187.699307316,1.3294,5
92187.699777203,1.5494,0
92187.699917295,1.7791,1
92187.700097831,1.4565,2
92187.700217961,1.1877,3
92187.70031296,2.4633,4
92187.700404071,1.3245,5
92187.700905995,1.5494,0
92187.701039772,1.7791,1
92187.701135142,1.4565,2
92187.701223568,1.1877,3
92187.701315938,2.4585,4
92187.70140216,1.3294,5
92187.702452212,1.5494,0
92187.702682804,1.7791,1
92187.702782562,1.4565,2
92187.702861377,1.1926,3
92187.702949025,2.4633,4
92187.703042302,1.3294,5
92187.703880559,1.5494,0
92187.704081817,1.7791,1
92187.704206206,1.4565,2
92187.704302353,1.1926,3
92187.705046406,2.4585,4
92187.70529672,1.3294,5
92187.706484197,1.5494,0
92187.706675789,1.7791,1
92187.706774752,1.4565,2
92187.706860381,1.1926,3
92187.706951196,2.4536,4
92187.707039529,1.3294,5
92187.707810007,1.5494,0
92187.708014488,1.7791,1
92187.708112229,1.4565,2
92187.708201265,1.1926,3
92187.708286932,2.4585,4
92187.708367172,1.3245,5
92187.709276873,1.5494,0
92187.709521612,1.7791,1
92187.709624612,1.4516,2
92187.709718038,1.1926,3
92187.709812611,2.4536,4
92187.709905241,1.3294,5
92187.711662679,1.5494,0
92187.711870937,1.7791,1
92187.711974733,1.4516,2
92187.712057659,1.1926,3
92187.71214464,2.4585,4
92187.71223388,1.3343,5
92187.712774638,1.5494,0
92187.712910582,1.7791,1
92187.712990674,1.4516,2
92187.713067211,1.1877,3
92187.713145266,2.4585,4
