1607268392.8945189,6,3,230,#1
1607268392.89756,3,1,231,#2
1607268392.9005537,5,6,232,#1
1607268392.905439,4,2,247,#2
1607268392.9086728,6,3,235,#1
1607268392.9116197,2,1,245,#2
1607268392.9145682,5,10,231,#1
1607268392.9173627,3,2,249,#2
1607268392.920424,7,5,233,#1
1607268392.9233873,4,1,246,#2
1607268392.9261692,8,2,234,#1
1607268392.92893,2,3,243,#2
1607268392.9319246,4,3,232,#1
1607268392.9350748,3,2,242,#2
1607268392.9380817,4,2,234,#1
1607268392.9410942,3,3,245,#2
1607268392.9439754,7,2,235,#1
1607268392.946912,4,2,243,#2
1607268392.949896,7,6,231,#1
1607268392.9527237,4,4,245,#2
1607268392.9556146,4,5,234,#1
1607268392.958515,5,4,240,#2
1607268392.961272,6,7,232,#1
1607268392.96404,6,5,246,#2
1607268392.9668632,4,6,234,#1
1607268392.9695828,2,3,248,#2
1607268392.9722302,6,4,233,#1
1607268392.9749277,4,2,246,#2
1607268392.9776373,5,3,236,#1
1607268392.9803884,3,3,243,#2
1607268392.9832366,6,6,230,#1
1607268392.986224,3,2,245,#2
1607268392.9890993,7,4,234,#1
1607268392.9920301,5,1,247,#2
1607268392.994989,7,2,233,#1
1607268392.997966,4,3,244,#2
1607268393.0008702,9,3,232,#1
1607268393.0039203,7,3,244,#2
1607268393.007124,4,5,232,#1
1607268393.010198,4,3,245,#2
1607268393.013132,6,3,233,#1
1607268393.015973,4,2,245,#2
1607268393.0190034,6,3,232,#1
1607268393.0218592,5,2,250,#2
1607268393.0248704,4,3,232,#1
1607268393.0277946,4,1,244,#2
1607268393.0309162,5,3,233,#1
1607268393.0341284,5,4,245,#2
1607268393.0374908,4,4,234,#1
1607268393.0406718,5,2,245,#2
1607268393.0438607,6,3,235,#1
1607268393.046803,4,2,247,#2
1607268393.0497782,5,6,230,#1
1607268393.0527065,5,4,247,#2
1607268393.0556018,7,3,234,#1
1607268393.058401,3,3,244,#2
1607268393.061226,5,6,232,#1
1607268393.0640023,4,3,244,#2
1607268393.067087,5,5,230,#1
1607268393.0701268,3,1,243,#2
1607268393.073107,4,4,232,#1
1607268393.076032,3,4,246,#2
1607268393.0791326,5,6,232,#1
1607268393.0823262,3,3,243,#2
1607268393.0854576,5,5,232,#1
1607268393.0885866,4,0,247,#2
1607268393.09173,7,5,236,#1
1607268393.0947948,5,1,245,#2
1607268393.0979366,6,3,236,#1
1607268393.101155,4,2,246,#2
1607268393.1042497,4,3,233,#1
1607268393.1071699,5,2,245,#2
1607268393.1100488,9,5,231,#1
1607268393.1128848,4,0,246,#2
1607268393.1157074,7,4,231,#1
1607268393.118639,4,2,246,#2
1607268393.1216373,5,3,232,#1
1607268393.124577,4,1,244,#2
1607268393.1274934,5,4,235,#1
1607268393.1303918,4,2,248,#2
1607268393.133369,7,3,235,#1
1607268393.1361558,3,2,246,#2
1607268393.1388607,8,3,234,#1
1607268393.141551,3,3,245,#2
1607268393.1442828,2,4,235,#1
1607268393.1469502,4,4,245,#2
1607268393.149836,5,4,234,#1
1607268393.152687,5,2,246,#2
1607268393.1555798,5,1,232,#1
1607268393.1584394,3,3,242,#2
1607268393.1612923,6,3,227,#1
1607268393.1640902,3,1,238,#2
1607268393.1670332,5,2,223,#1
1607268393.1698654,2,1,235,#2
1607268393.1726577,4,4,223,#1
1607268393.1754587,0,3,238,#2
1607268393.1782663,3,4,233,#1
1607268393.1810098,2,3,243,#2
1607268393.1839328,2,6,239,#1
1607268393.186892,3,5,252,#2
1607268393.1898081,6,7,238,#1
1607268393.1926346,5,1,247,#2
1607268393.195565,8,5,235,#1
1607268393.1986263,5,2,252,#2
1607268393.2017584,7,4,245,#1
1607268393.20489,7,1,255,#2
1607268393.2081435,8,2,245,#1
1607268393.211723,6,4,252,#2
1607268393.215007,8,2,237,#1
1607268393.218059,2,0,248,#2
1607268393.2211654,4,1,237,#1
1607268393.2242498,4,1,243,#2
1607268393.227307,2,1,228,#1
1607268393.230286,3,1,239,#2
1607268393.2332036,4,4,231,#1
1607268393.2359233,1,3,241,#2
1607268393.2386558,7,5,227,#1
1607268393.2413342,5,4,246,#2
1607268393.2441354,4,7,234,#1
1607268393.2470257,6,4,248,#2
1607268393.2500508,10,5,237,#1
1607268393.2527874,7,2,250,#2
1607268393.2557576,8,5,239,#1
1607268393.258712,7,3,248,#2
1607268393.2617671,8,6,235,#1
1607268393.264744,4,4,242,#2
1607268393.2676823,7,9,230,#1
1607268393.2703946,2,5,247,#2
1607268393.273142,5,6,236,#1
1607268393.2758572,6,4,247,#2
1607268393.2786665,3,10,235,#1
1607268393.2815475,1,4,243,#2
1607268393.2846,5,4,228,#1
1607268393.2876334,4,3,242,#2
1607268393.2907012,7,4,228,#1
1607268393.293753,3,0,243,#2
1607268393.2969117,6,2,230,#1
1607268393.2998888,3,1,244,#2
1607268393.302891,8,2,228,#1
1607268393.3058434,2,0,243,#2
1607268393.308875,4,1,230,#1
1607268393.3119314,4,-2,241,#2
1607268393.3151472,7,2,228,#1
1607268393.3182216,3,0,243,#2
1607268393.321228,3,2,235,#1
1607268393.3240259,3,1,244,#2
1607268393.3268921,4,3,230,#1
1607268393.329724,4,3,251,#2
1607268393.3327017,4,4,233,#1
1607268393.3356214,2,4,246,#2
1607268393.338555,4,5,231,#1
1607268393.3415275,3,4,244,#2
1607268393.3445313,5,8,228,#1
1607268393.3473113,4,5,242,#2
1607268393.3501525,8,6,231,#1
1607268393.3529086,4,3,245,#2
1607268393.3558643,8,8,233,#1
1607268393.35881,2,5,247,#2
1607268393.3616397,5,5,233,#1
1607268393.3644962,4,3,249,#2
1607268393.3674362,6,5,233,#1
1607268393.3703413,4,5,249,#2
1607268393.3732638,5,4,233,#1
1607268393.376214,5,2,244,#2
1607268393.3790195,5,3,232,#1
1607268393.3817487,4,1,243,#2
1607268393.3845253,5,2,232,#1
1607268393.3873067,2,1,246,#2
1607268393.3902407,5,1,234,#1
1607268393.393211,1,1,242,#2
1607268393.3987014,5,1,232,#1
1607268393.401953,2,1,241,#2
1607268393.4049735,5,2,231,#1
1607268393.407742,4,1,244,#2
1607268393.4105313,6,4,233,#1
1607268393.4132097,5,3,242,#2
1607268393.4160483,6,6,228,#1
1607268393.4190063,7,3,245,#2
1607268393.4219153,10,7,230,#1
1607268393.424874,6,3,245,#2
1607268393.4279678,6,4,232,#1
1607268393.4308486,6,2,247,#2
1607268393.4339519,5,3,238,#1
1607268393.4369915,4,3,247,#2
1607268393.4400065,7,4,233,#1
1607268393.442812,5,4,245,#2
1607268393.445778,6,2,237,#1
1607268393.4487154,6,2,250,#2
1607268393.4516451,5,6,233,#1
1607268393.4545147,3,6,247,#2
1607268393.4572816,7,3,242,#1
1607268393.4599655,6,1,247,#2
1607268393.4627001,5,4,240,#1
1607268393.4653933,4,0,250,#2
1607268393.4681487,7,1,235,#1
1607268393.470904,5,0,245,#2
1607268393.4737148,5,3,235,#1
1607268393.4764416,3,0,245,#2
1607268393.4793391,7,1,223,#1
1607268393.48242,5,-2,243,#2
1607268393.4853427,6,2,232,#1
1607268393.4880686,5,1,246,#2
1607268393.4911463,5,3,232,#1
1607268393.4940982,4,1,242,#2
1607268393.496982,5,1,231,#1
1607268393.4999766,7,1,241,#2
1607268393.5029154,4,3,233,#1
1607268393.5057435,8,0,238,#2
1607268393.5089135,4,4,230,#1
1607268393.51203,5,3,248,#2
1607268393.514965,5,7,229,#1
1607268393.517814,5,3,244,#2
1607268393.5206707,8,3,236,#1
1607268393.523536,2,0,245,#2
1607268393.5263999,3,6,233,#1
1607268393.5292697,9,5,249,#2
1607268393.5359404,12,9,231,#1
