15221.909108705,7,6,232,#1,2.63202899986936
15221.911740734,4,8,244,#2,2.75151200003165
15221.914492246,7,6,234,#1,2.84136600021156
15221.917333612,6,7,246,#2,2.94484900041425
15221.920278461,7,8,243,#1,2.88082899896835
15221.92315929,5,6,242,#2,2.88614500095719
15221.926045435,4,7,231,#1,2.74767900009465
15221.928793114,9,3,245,#2,3.07877699924575
15221.931871891,7,6,232,#1,2.71966000036628
15221.934591551,5,5,245,#2,2.71078900004795
15221.93730234,8,8,232,#1,2.65228900025249
15221.939954629,7,4,248,#2,2.92760799857206
15221.942882237,6,7,235,#1,2.56286100011494
15221.945445098,4,5,244,#2,2.57598999996844
15221.948021088,7,8,232,#1,2.5774170007935
15221.950598505,9,4,243,#2,2.60197299940046
15221.953200478,9,6,235,#1,2.7824380013044
15221.955982916,6,6,248,#2,2.68556699847977
15221.958668483,9,6,230,#1,2.56856500163849
15221.961237048,3,7,242,#2,2.5545089993102
15221.963791557,8,7,229,#1,2.54730499909783
15221.966338862,5,6,247,#2,2.54993400085368
15221.968888796,7,10,231,#1,2.5502869993943
15221.971439083,5,7,244,#2,2.55204499990214
15221.973991128,9,8,235,#1,2.54545400093775
15221.976536582,8,5,244,#2,2.5493049997749
15221.979085887,8,7,235,#1,2.55374900007155
15221.981639636,7,4,246,#2,2.55950899918389
15221.984199145,5,5,232,#1,2.5444350012549
15221.98674358,6,6,245,#2,2.54695299918239
15221.989290533,7,5,232,#1,2.54882300032477
15221.991839356,5,5,244,#2,2.56519399954414
15221.99440455,9,5,238,#1,2.55337899943697
15221.996957929,7,5,245,#2,2.55176800055779
15221.999509697,7,6,233,#1,2.77414300035161
15222.00228384,5,4,245,#2,2.74467899907904
15222.005028519,9,5,235,#1,2.71962300030282
15222.007748142,7,5,245,#2,2.7875870000571
15222.010535729,7,8,234,#1,2.61097200018412
15222.013146701,5,5,246,#2,2.56554599945957
15222.015712247,9,9,233,#1,2.55400900095992
15222.018266256,5,6,245,#2,2.5566570002411
15222.020822913,6,6,235,#1,2.55134200051543
15222.023374255,7,5,244,#2,2.5536019984429
15222.025927857,6,7,235,#1,2.55047100108641
15222.028478328,7,6,242,#2,2.55676899905666
15222.031035097,6,7,235,#1,2.55380500129831
15222.033588902,4,6,247,#2,2.55626799844322
15222.03614517,8,7,232,#1,2.55132300117111
15222.038696493,6,7,246,#2,2.5606199997128
15222.041257113,7,8,234,#1,2.55169400043087
15222.043808807,6,5,244,#2,2.55749099960667
15222.046366298,9,7,228,#1,2.55045300036727
15222.048916751,9,5,246,#2,2.55419399945822
15222.051470945,7,6,230,#1,
15222.054047287,3,4,247,#2,
15222.05667552,8,10,231,#1,
15222.05923151,10,3,246,#2,
15222.0617935,9,8,237,#1,
15222.064346102,6,4,246,#2,
15222.066900351,6,7,231,#1,
15222.06945173,6,6,245,#2,
15222.072007665,8,7,232,#1,
15222.074557822,5,4,243,#2,
15222.077119886,9,7,232,#1,
15222.079672414,5,5,249,#2,
15222.082229997,8,7,230,#1,
15222.084779265,7,5,244,#2,
15222.087334236,6,7,234,#1,
15222.08988256,4,7,250,#2,
15222.092439328,9,12,231,#1,
15222.094990485,6,3,245,#2,
15222.097546383,9,6,232,#1,
15222.100099002,6,5,246,#2,
15222.10266216,9,5,235,#1,
15222.10522152,4,5,240,#2,
15222.107783418,8,7,229,#1,
15222.110344223,6,4,250,#2,
15222.112916325,7,6,235,#1,
15222.115546243,5,4,245,#2,
15222.118120511,7,7,233,#1,
15222.120671742,6,5,245,#2,
15222.123222788,7,8,232,#1,
15222.125766833,6,4,246,#2,
15222.128317527,9,7,232,#1,
15222.13090537,5,6,246,#2,
15222.13345036,7,9,227,#1,
15222.135989554,6,5,244,#2,
15222.13853447,9,9,232,#1,
15222.141080442,7,7,244,#2,
15222.143623691,11,7,233,#1,
15222.146161459,6,4,246,#2,
15222.148704449,6,10,229,#1,
15222.151248068,3,7,246,#2,
15222.153791447,7,4,235,#1,
15222.15638929,5,5,247,#2,
15222.158939188,8,12,231,#1,
15222.161493789,7,7,243,#2,
15222.164053594,6,9,231,#1,
15222.166603825,5,5,243,#2,
15222.169158445,5,6,231,#1,
15222.171719139,6,4,243,#2,
15222.174300778,6,8,234,#1,
15222.17691377,5,5,245,#2,
15222.179476705,8,8,229,#1,
15222.182028676,6,5,241,#2,
15222.184588185,5,6,234,#1,
15222.187141194,7,5,248,#2,
15222.18969511,7,8,234,#1,
15222.19224736,6,6,244,#2,
15222.194813609,11,4,233,#1,
15222.197367192,6,7,245,#2,
15222.199926979,9,12,231,#1,
15222.202480451,5,5,245,#2,
15222.205038126,10,5,235,#1,
15222.207589505,7,7,246,#2,
15222.210147292,8,6,232,#1,
15222.212698819,5,5,244,#2,
15222.21525718,7,5,235,#1,
15222.217808004,9,6,242,#2,
15222.22037742,8,8,235,#1,
15222.222946281,4,6,247,#2,
15222.225534031,8,6,235,#1,
15222.228096058,4,7,244,#2,
15222.230675605,6,9,231,#1,
15222.233239077,9,3,250,#2,
15222.23581929,8,8,234,#1,
15222.238390502,7,5,243,#2,
15222.240960863,6,9,234,#1,
15222.243524113,6,5,246,#2,
15222.246090455,7,7,233,#1,
15222.248654094,6,4,246,#2,
15222.251221122,7,8,232,#1,
15222.253783408,8,3,243,#2,
15222.256411104,6,8,231,#1,
15222.25898139,7,6,244,#2,
15222.261549937,7,8,235,#1,
15222.264117057,7,4,245,#2,
15222.266696084,6,7,233,#1,
15222.269275094,6,8,242,#2,
15222.271846362,8,4,237,#1,
15222.27440713,6,5,247,#2,
15222.276981732,8,8,232,#1,
15222.27954113,6,6,245,#2,
15222.282106898,6,7,230,#1,
15222.284694407,6,6,245,#2,
15222.287273491,8,4,233,#1,
15222.289839444,4,5,243,#2,
15222.292404657,7,7,233,#1,
15222.29497024,5,4,244,#2,
15222.297532897,6,9,234,#1,
15222.300099017,5,5,243,#2,
15222.302669174,8,8,233,#1,
15222.305232924,5,6,245,#2,
15222.307795433,9,7,235,#1,
15222.310359349,9,4,246,#2,
15222.312917599,9,4,237,#1,
15222.315497368,4,5,247,#2,
15222.318059562,7,6,233,#1,
15222.320961706,8,5,246,#2,
15222.323547031,6,7,233,#1,
15222.326109465,10,7,249,#2,
15222.328669326,7,9,232,#1,
15222.331278836,8,6,243,#2,
15222.333845567,9,7,231,#1,
15222.336405298,6,7,240,#2,
15222.338964974,9,9,232,#1,
15222.34152289,2,13,244,#2,
15222.344080529,8,6,237,#1,
15222.346920468,8,3,243,#2,
15222.349484829,7,5,239,#1,
15222.352044709,6,4,246,#2,
15222.354604754,7,6,234,#1,
15222.357764015,8,5,247,#2,
15222.360336802,9,9,232,#1,
15222.362902366,6,5,246,#2,
15222.365462283,7,4,237,#1,
15222.368155109,4,5,245,#2,
15222.370796786,7,8,235,#1,
15222.37339674,4,5,242,#2,
15222.375966712,7,10,233,#1,
15222.37853035,5,3,246,#2,
15222.381093304,7,12,232,#1,
15222.383655868,5,4,247,#2,
15222.386214729,5,8,232,#1,
15222.388792998,6,4,244,#2,
15222.391406582,6,8,232,#1,
15222.393986072,5,5,245,#2,
15222.396551341,9,8,231,#1,
15222.399109979,6,5,247,#2,
15222.401675747,5,8,235,#1,
15222.404234756,3,5,247,#2,
15222.406820728,7,7,237,#1,
15222.409388089,5,4,243,#2,
15222.411958376,7,7,238,#1,
15222.41452133,7,4,245,#2,
15222.417219674,9,8,237,#1,
15222.419918704,8,7,244,#2,
15222.422483584,7,5,233,#1,
15222.42506963,5,6,243,#2,
15222.427629083,12,8,235,#1,
15222.430185629,2,7,243,#2,
15222.432743194,6,8,231,#1,
15222.435299314,6,5,250,#2,
15222.437855359,9,6,235,#1,
15222.440415294,7,5,244,#2,
15222.442972377,7,9,236,#1,
15222.445581776,5,5,240,#2,
15222.448144711,3,8,235,#1,
15222.450704905,6,10,243,#2,
15222.453257895,7,6,236,#1,
15222.455812348,5,3,241,#2,
15222.458547805,8,10,232,#1,
15222.461228871,7,7,246,#2,
15222.463879401,10,7,232,#1,
15222.466521689,5,5,244,#2,
15222.469122032,7,6,234,#1,
15222.471746764,5,7,244,#2,
15222.474482776,6,7,236,#1,
15222.477078415,6,6,246,#2,
15222.479685888,7,5,238,#1,
15222.48234525,7,5,245,#2,
15222.484969131,5,4,232,#1,
15222.487572196,7,5,245,#2,
15222.490218762,6,8,230,#1,
15222.492832494,6,6,244,#2,
15222.495452578,7,7,236,#1,
15222.498058069,8,5,245,#2,
15222.50068782,8,7,230,#1,
15222.503333831,7,6,245,#2,
15222.505987749,6,7,231,#1,
15222.508681112,8,7,244,#2,
15222.511390216,5,6,235,#1,
15222.514046912,5,6,242,#2,
15222.516705515,5,9,232,#1,
15222.51934584,6,10,242,#2,
15222.521989962,6,5,238,#1,
15222.52466301,5,8,244,#2,
15222.52729639,7,9,234,#1,
15222.529908919,6,5,244,#2,
15222.532570226,7,5,237,#1,
15222.535221125,8,7,242,#2,
15222.537878839,7,6,235,#1,
15222.540582592,6,4,243,#2,
15222.543211306,8,8,234,#1,
15222.545829464,5,5,247,#2,
15222.548454937,5,8,233,#1,
15222.551090984,8,4,247,#2,
15222.55381057,5,7,231,#1,
15222.556524063,3,3,245,#2,
15222.559321595,5,6,237,#1,
15222.562050236,5,5,246,#2,
15222.564844712,11,7,231,#1,
15222.567586243,5,5,245,#2,
15222.570180067,8,6,234,#1,
15222.572797355,5,6,240,#2,
15222.575486551,8,7,235,#1,
15222.578124136,6,7,245,#2,
15222.580753146,7,5,231,#1,
15222.583349933,4,7,243,#2,
15222.585918424,8,7,233,#1,
15222.588480451,5,8,243,#2,
15222.591202056,4,7,237,#1,
15222.593852307,6,4,245,#2,
15222.596409982,7,8,231,#1,
15222.598957472,4,10,245,#2,
15222.601505166,10,6,236,#1,
15222.60405636,6,8,243,#2,
15222.606632721,13,5,235,#1,
15222.609179915,6,7,242,#2,
15222.61173972,6,9,229,#1,
15222.614278488,8,6,245,#2,
15222.616817219,5,12,228,#1,
15222.619360209,5,5,244,#2,
15222.621920385,7,10,234,#1,
15222.624471319,4,6,244,#2,
15222.627062977,7,6,234,#1,
15222.629799415,5,7,245,#2,
15222.632547334,11,7,235,#1,
15222.635232272,6,7,245,#2,
15222.637910709,6,9,238,#1,
15222.640692944,5,4,244,#2,
15222.643387677,6,7,237,#1,
15222.646140412,7,3,246,#2,
15222.648897924,6,9,231,#1,
15222.651647381,6,5,246,#2,
15222.654363448,7,10,230,#1,
15222.657006847,4,6,245,#2,
15222.659741063,7,9,235,#1,
15222.662631004,7,7,243,#2,
15222.665331886,9,4,235,#1,
15222.668043823,5,4,246,#2,
15222.670753798,10,6,232,#1,
15222.67347655,6,4,245,#2,
15222.676206914,8,9,230,#1,
15222.678909926,5,6,245,#2,
15222.681572344,8,7,233,#1,
15222.684208243,4,6,244,#2,
15222.686926607,7,8,232,#1,
15222.689622044,7,5,243,#2,
15222.692307814,6,6,233,#1,
15222.695001603,5,4,248,#2,
15222.697710004,5,6,234,#1,
15222.700381848,5,4,243,#2,
15222.703071618,8,10,230,#1,
15222.705747833,4,3,244,#2,
15222.708504975,8,9,233,#1,
15222.711141004,5,7,241,#2,
15222.713788681,8,6,237,#1,
15222.716500859,7,6,246,#2,
15222.71923676,7,6,233,#1,
15222.721965569,5,6,244,#2,
15222.724688747,9,8,231,#1,
15222.72740187,4,7,250,#2,
15222.730107844,7,5,233,#1,
15222.732791115,4,6,244,#2,
15222.735490293,12,6,234,#1,
15222.738132414,6,6,244,#2,
15222.740822814,8,4,236,#1,
15222.743514585,8,8,244,#2,
15222.746221078,6,7,234,#1,
15222.748915274,5,5,244,#2,
15222.751610749,7,8,240,#1,
15222.754284963,7,4,246,#2,
15222.756952678,8,4,236,#1,
15222.759641504,7,4,244,#2,
15222.764372107,6,9,228,#1,
15222.767054989,6,6,242,#2,
15222.769753574,6,6,234,#1,
15222.772449141,6,10,246,#2,
15222.775165783,9,10,230,#1,
15222.777906906,5,7,244,#2,
15222.780611843,7,7,235,#1,
15222.783334392,6,7,245,#2,
15222.786058552,6,8,232,#1,
