12873.95115053,0,0,0,#1
12873.952783484,0,0,0,#2
12873.954410641,0,0,0,#1
12873.956036669,0,0,0,#2
12873.957704437,0,0,0,#1
12873.95937602,0,0,0,#2
12873.961113472,0,0,0,#1
12873.96276487,0,0,0,#2
12873.964470897,0,0,0,#1
12873.966192499,0,0,0,#2
12873.967932859,0,0,0,#1
12873.969623275,0,0,0,#2
12873.971386931,0,0,0,#1
12873.973152236,0,0,0,#2
12873.974886004,0,0,0,#1
12873.976656568,0,0,0,#2
12873.978484872,0,0,0,#1
12873.980223251,0,0,0,#2
12873.982024296,0,0,0,#1
12873.985349906,0,0,0,#2
12873.987065785,0,0,0,#1
12873.988729553,0,0,0,#2
12873.990540709,0,0,0,#1
12873.99234044,0,0,0,#2
12873.994125244,0,0,0,#1
12873.995695291,0,0,0,#2
12873.997276041,0,0,0,#1
12873.999215066,0,0,0,#2
12874.001176796,0,0,0,#1
12874.002795305,0,0,0,#2
12874.004489795,0,0,0,#1
12874.006081212,0,0,0,#2
12874.007682721,0,0,0,#1
12874.009269823,0,0,0,#2
12874.010970109,0,0,0,#1
12874.012566045,0,0,0,#2
12874.014218128,0,0,0,#1
12874.015799489,0,0,0,#2
12874.017388517,0,0,0,#1
12874.018993767,0,0,0,#2
12874.020768219,0,0,0,#1
12874.022452006,0,0,0,#2
12874.024504383,0,0,0,#1
12874.027331348,0,0,0,#2
12874.028312287,0,0,0,#1
12874.029330744,0,0,0,#2
12874.030319219,0,0,0,#1
12874.031304066,0,0,0,#2
12874.03225406,0,0,0,#1
12874.033222647,0,0,0,#2
12874.034190734,0,0,0,#1
12874.035132636,0,0,0,#2
12874.036051538,0,0,0,#1
12874.036989884,0,0,0,#2
12874.037936138,0,0,0,#1
12874.038889151,0,0,0,#2
12874.039836998,0,0,0,#1
12874.040881899,0,0,0,#2
12874.041814838,0,0,0,#1
12874.042737981,0,0,0,#2
12874.043698179,0,0,0,#1
12874.044672451,0,0,0,#2
12874.04563252,0,0,0,#1
12874.046631255,0,0,0,#2
12874.047585212,0,0,0,#1
12874.048628373,0,0,0,#2
12874.049718996,0,0,0,#1
12874.050921174,0,0,0,#2
12874.051971149,0,0,0,#1
12874.053010977,0,0,0,#2
12874.054044378,0,0,0,#1
12874.055104224,0,0,0,#2
12874.056105681,0,0,0,#1
12874.057105212,0,0,0,#2
12874.058115725,0,0,0,#1
12874.059176663,0,0,0,#2
12874.060235324,0,0,0,#1
12874.061224244,0,0,0,#2
12874.062265756,0,0,0,#1
12874.063296584,0,0,0,#2
12874.064397244,0,0,0,#1
12874.065417849,0,0,0,#2
12874.066572602,0,0,0,#1
12874.067762206,0,0,0,#2
12874.068801404,0,0,0,#1
12874.069948045,0,0,0,#2
12874.071161483,0,0,0,#1
12874.072176903,0,0,0,#2
12874.073237174,0,0,0,#1
12874.074266835,0,0,0,#2
12874.075310496,0,0,0,#1
12874.076393082,0,0,0,#2
12874.077456354,0,0,0,#1
12874.0784607,0,0,0,#2
12874.079395268,0,0,0,#1
12874.080385448,0,0,0,#2
12874.081371127,0,0,0,#1
12874.082364233,0,0,0,#2
12874.083387356,0,0,0,#1
12874.084386165,0,0,0,#2
12874.085400122,0,0,0,#1
12874.086361487,0,0,0,#2
12874.087316611,0,0,0,#1
12874.088338365,0,0,0,#2
12874.089305396,0,0,0,#1
12874.090293983,0,0,0,#2
12874.091309792,0,0,0,#1
12874.092381841,0,0,0,#2
12874.093406076,0,0,0,#1
12874.094458625,0,0,0,#2
12874.095440268,0,0,0,#1
12874.096438447,0,0,0,#2
12874.097477219,0,0,0,#1
12874.098498324,0,0,0,#2
12874.099575799,0,0,0,#1
12874.100738663,0,0,0,#2
12874.10174575,0,0,0,#1
12874.102707911,0,0,0,#2
12874.10368772,0,0,0,#1
12874.104732584,0,0,0,#2
12874.105866393,0,0,0,#1
12874.106943553,0,0,0,#2
12874.108026639,0,0,0,#1
12874.109110411,0,0,0,#2
12874.110307348,0,0,0,#1
12874.111398305,0,0,0,#2
12874.112378892,0,0,0,#1
12874.113309442,0,0,0,#2
12874.114431361,0,0,0,#1
12874.115568188,0,0,0,#2
12874.116695052,0,0,0,#1
12874.117726287,0,0,0,#2
12874.118823521,0,0,0,#1
12874.119949515,0,0,0,#2
12874.121205285,0,0,0,#1
12874.122339797,0,0,0,#2
12874.123457161,0,0,0,#1
12874.124548581,0,0,0,#2
12874.125670148,0,0,0,#1
12874.126843141,0,0,0,#2
12874.127846654,0,0,0,#1
12874.128786982,0,0,0,#2
12874.129711347,0,0,0,#1
12874.130787841,0,0,0,#2
12874.131816538,0,0,0,#1
12874.132852903,0,0,0,#2
12874.133770805,0,0,0,#1
12874.134719707,0,0,0,#2
12874.135785127,0,0,0,#1
12874.136839324,0,0,0,#2
12874.1378463,0,0,0,#1
12874.138809035,0,0,0,#2
12874.139818455,0,0,0,#1
12874.141062022,0,0,0,#2
12874.142231145,0,0,0,#1
12874.143346861,0,0,0,#2
12874.144486039,0,0,0,#1
12874.145681273,0,0,0,#2
12874.146847081,0,0,0,#1
12874.147903908,0,0,0,#2
12874.148961735,0,0,0,#1
12874.149999729,0,0,0,#2
12874.15103926,0,0,0,#1
12874.151978329,0,0,0,#2
12874.152902305,0,0,0,#1
12874.153908225,0,0,0,#2
12874.154942016,0,0,0,#1
12874.155930602,0,0,0,#2
12874.156932967,0,0,0,#1
12874.157933591,0,0,0,#2
12874.158952289,0,0,0,#1
12874.159967598,0,0,0,#2
12874.161003184,0,0,0,#1
12874.16209327,0,0,0,#2
12874.163390874,0,0,0,#1
12874.164536941,0,0,0,#2
12874.165664065,0,0,0,#1
12874.166737743,0,0,0,#2
12874.16785333,0,0,0,#1
12874.168895324,0,0,0,#2
12874.170160798,0,0,0,#1
12874.171286217,0,0,0,#2
12874.172366859,0,0,0,#1
12874.17379298,0,0,0,#2
12874.174789345,0,0,0,#1
12874.175802358,0,0,0,#2
12874.176783519,0,0,0,#1
12874.177777513,0,0,0,#2
12874.178747637,0,0,0,#1
12874.179679261,0,0,0,#2
12874.180868532,0,0,0,#1
12874.181991359,0,0,0,#2
12874.18300152,0,0,0,#1
12874.183938329,0,0,0,#2
12874.18486475,0,0,0,#1
12874.185834244,0,0,0,#2
12874.186874275,0,0,0,#1
12874.187888991,0,0,0,#2
12874.188998911,0,0,0,#1
12874.190170997,0,0,0,#2
12874.191181676,0,0,0,#1
12874.192987721,0,0,0,#2
12874.194001178,0,0,0,#1
12874.194987246,0,0,0,#2
12874.196078166,0,0,0,#1
12874.197086105,0,0,0,#2
12874.198175117,0,0,0,#1
12874.199203555,0,0,0,#2
12874.200263716,0,0,0,#1
12874.201160748,0,0,0,#2
12874.202083502,0,0,0,#1
12874.202999793,0,0,0,#2
12874.203897917,0,0,0,#1
12874.204806227,0,0,0,#2
12874.205720129,0,0,0,#1
12874.206760993,0,0,0,#2
12874.207937116,0,0,0,#1
12874.209315904,0,0,0,#2
12874.210720618,0,0,0,#1
12874.211812778,0,0,0,#2
12874.212906643,0,0,0,#1
12874.213936303,0,0,0,#2
12874.215109778,0,0,0,#1
12874.216176735,0,0,0,#2
12874.217160822,0,0,0,#1
12874.218180205,0,0,0,#2
12874.219101884,0,0,0,#1
12874.220282655,0,0,0,#2
12874.221230298,0,0,0,#1
12874.222171626,0,0,0,#2
12874.223149416,0,0,0,#1
12874.224084467,0,0,0,#2
12874.225056479,0,0,0,#1
12874.225974678,0,0,0,#2
12874.22690358,0,0,0,#1
12874.227815556,0,0,0,#2
12874.228730329,0,0,0,#1
12874.229639008,0,0,0,#2
12874.230722558,0,0,0,#1
12874.231663256,0,0,0,#2
12874.232635417,0,0,0,#1
12874.233561041,0,0,0,#2
12874.234492962,0,0,0,#1
12874.23541179,0,0,0,#2
12874.236331692,0,0,0,#1
12874.237286094,0,0,0,#2
12874.238207848,0,0,0,#1
12874.239131676,0,0,0,#2
12874.24014517,0,0,0,#1
12874.241043628,0,0,0,#2
12874.242034474,0,0,0,#1
12874.242971542,0,0,0,#2
12874.243896741,0,0,0,#1
12874.244806458,0,0,0,#2
12874.2457191,0,0,0,#1
12874.246632521,0,0,0,#2
12874.247566812,0,0,0,#1
12874.248508973,0,0,0,#2
12874.249480671,0,0,0,#1
12874.250575072,0,0,0,#2
12874.251641659,0,0,0,#1
12874.252699245,0,0,0,#2
12874.253686665,0,0,0,#1
12874.254774215,0,0,0,#2
12874.255949652,0,0,0,#1
12874.256952702,0,0,0,#2
12874.25800727,0,0,0,#1
12874.259004801,0,0,0,#2
12874.259984703,0,0,0,#1
12874.261094585,0,0,0,#2
12874.261996154,0,0,0,#1
12874.262950093,0,0,0,#2
12874.263867255,0,0,0,#1
12874.264872638,0,0,0,#2
12874.265950224,0,0,0,#1
12874.266971866,0,0,0,#2
12874.267967583,0,0,0,#1
12874.269011225,0,0,0,#2
12874.270137681,0,0,0,#1
12874.271196619,0,0,0,#2
12874.272256891,0,0,0,#1
12874.273271237,0,0,0,#2
12874.274294139,0,0,0,#1
12874.275314614,0,0,0,#2
12874.276435496,0,0,0,#1
